Date,Price,Open,High,Low,Vol.Change %,True Range,Max_Range,Min_Range,Simple Moving Average ,Del C,Output(3 Days)
16-01-2020,1.3076,1.3039,1.3084,1.3024,0.31%,0.0179,1.3285,1.3012,1.57368,0.00779999999999959,1.3047
17-01-2020,1.3008,1.308,1.3119,1.3005,-0.52%,0.0152999999999999,1.3276,1.296,1.5729,0.0181000000000005,1.314
20-01-2020,1.3009,1.3002,1.3014,1.2961,0.01%,0.0152999999999999,1.3268,1.2953,1.57109,0.0252999999999997,1.3121
21-01-2020,1.3047,1.3013,1.3085,1.2995,0.29%,0.0117999999999998,1.3213,1.2953,1.56856,0.0125000000000011,1.3076
22-01-2020,1.314,1.3051,1.3154,1.3034,0.71%,0.0117999999999998,1.3213,1.2953,1.56731,0.00239999999999974,1.3053
23-01-2020,1.3121,1.3142,1.3152,1.3096,-0.14%,0.012,1.3213,1.2953,1.56707,0.00259999999999927,1.3027
24-01-2020,1.3076,1.3122,1.3174,1.3056,-0.34%,0.012,1.3171,1.2953,1.56681,0.000300000000001077,1.302
27-01-2020,1.3053,1.3075,1.3105,1.304,-0.18%,0.012,1.3174,1.2953,1.56678,0.00259999999999927,1.3094
28-01-2020,1.3027,1.3055,1.3067,1.2975,-0.20%,0.012,1.3174,1.2953,1.56652,0.00120000000000076,1.3199
29-01-2020,1.302,1.3028,1.3032,1.2989,-0.05%,0.012,1.3174,1.2953,1.5664,0.00269999999999904,1.2993
30-01-2020,1.3094,1.302,1.3111,1.2977,0.57%,0.012,1.3174,1.2953,1.56613,-0.00319999999999965,1.3029
31-01-2020,1.3199,1.3099,1.321,1.3083,0.80%,0.0133999999999999,1.3174,1.2961,1.56645,-0.00810000000000066,1.3
03-02-2020,1.2993,1.3217,1.3217,1.2982,-1.56%,0.0133999999999999,1.321,1.2961,1.56726,-0.0177999999999994,1.2928
04-02-2020,1.3029,1.2996,1.3047,1.294,0.28%,0.0235000000000001,1.3217,1.2961,1.56904,0.00839999999999996,1.2891
05-02-2020,1.3,1.3033,1.3071,1.2956,-0.22%,0.0235000000000001,1.3217,1.2961,1.5682,-0.00309999999999988,1.2913
06-02-2020,1.2928,1.2999,1.3005,1.2921,-0.55%,0.0235000000000001,1.3217,1.2975,1.56851,0.00140000000000029,1.2951
07-02-2020,1.2891,1.293,1.296,1.2881,-0.29%,0.0235000000000001,1.3217,1.2975,1.56837,0.0121000000000002,1.296
10-02-2020,1.2913,1.2897,1.2947,1.2872,0.17%,0.0235000000000001,1.3217,1.294,1.56716,0.0244999999999997,1.3045
11-02-2020,1.2951,1.2915,1.2969,1.2895,0.29%,0.0235000000000001,1.3217,1.294,1.56471,0.0206999999999997,1.3046
12-02-2020,1.296,1.2952,1.2993,1.2947,0.07%,0.0235000000000001,1.3217,1.2921,1.56264,0.0122999999999998,1.3006
13-02-2020,1.3045,1.296,1.307,1.2944,0.66%,0.0235000000000001,1.3217,1.2881,1.56141,0.00950000000000095,1.2998
14-02-2020,1.3046,1.3051,1.3065,1.3001,0.01%,0.0235000000000001,1.3217,1.2872,1.56046,-0.00229999999999997,1.2919
17-02-2020,1.3006,1.3036,1.3055,1.2998,-0.31%,0.0235000000000001,1.3217,1.2872,1.56069,-0.00159999999999982,1.2879
18-02-2020,1.2998,1.3007,1.3049,1.297,-0.06%,0.0235000000000001,1.3217,1.2872,1.56085,0.00919999999999988,1.2969
19-02-2020,1.2919,1.2998,1.3024,1.2907,-0.61%,0.0235000000000001,1.3217,1.2872,1.55993,0.0218999999999987,1.2927
20-02-2020,1.2879,1.2922,1.293,1.2848,-0.31%,0.0125999999999999,1.3071,1.2872,1.55774,0.00740000000000052,1.3004
21-02-2020,1.2969,1.2884,1.2982,1.2877,0.70%,0.0125999999999999,1.3071,1.2872,1.557,0.0149000000000008,1.2903
24-02-2020,1.2927,1.296,1.2973,1.2886,-0.32%,0.0125999999999999,1.307,1.2872,1.55551,0.00389999999999979,1.2884
25-02-2020,1.3004,1.2924,1.3019,1.2914,0.60%,0.0125999999999999,1.307,1.2872,1.55512,0.000600000000000378,1.282
26-02-2020,1.2903,1.3005,1.3013,1.2895,-0.78%,0.0125999999999999,1.307,1.2848,1.55506,-0.0108000000000015,1.275
27-02-2020,1.2884,1.2907,1.2947,1.2859,-0.15%,0.0125999999999999,1.307,1.2848,1.55614,0.000799999999999912,1.281
28-02-2020,1.282,1.2885,1.2921,1.2725,-0.50%,0.0125999999999999,1.307,1.2848,1.55606,0.00670000000000037,1.287
02-03-2020,1.275,1.28,1.2852,1.2739,-0.55%,0.0196000000000001,1.307,1.2848,1.55539,0.016,1.2954
03-03-2020,1.281,1.2752,1.2845,1.2738,0.47%,0.0196000000000001,1.3065,1.2848,1.55379,0.0299000000000014,1.3047
04-03-2020,1.287,1.2812,1.2874,1.277,0.47%,0.0196000000000001,1.3055,1.2848,1.5508,0.0223999999999993,1.3131
05-03-2020,1.2954,1.2872,1.2969,1.2859,0.65%,0.0196000000000001,1.3049,1.2725,1.54856,0.0135000000000005,1.2906
06-03-2020,1.3047,1.2954,1.3058,1.2943,0.72%,0.0196000000000001,1.3024,1.2725,1.54721,0.00439999999999863,1.282
09-03-2020,1.3131,1.3047,1.3201,1.3031,0.64%,0.0196000000000001,1.3058,1.2725,1.54677,-0.0124999999999993,1.2571
10-03-2020,1.2906,1.313,1.3133,1.2881,-1.71%,0.0196000000000001,1.3201,1.2725,1.54802,-0.0245999999999995,1.2276
11-03-2020,1.282,1.2904,1.2977,1.2804,-0.67%,0.0251999999999999,1.3201,1.2725,1.55048,0.00559999999999938,1.2266
12-03-2020,1.2571,1.2818,1.2851,1.249,-1.94%,0.0251999999999999,1.3201,1.2725,1.54992,0.0106000000000002,1.205
13-03-2020,1.2276,1.2574,1.2626,1.2268,-2.35%,0.0360999999999998,1.3201,1.2725,1.54886,0.0431000000000008,1.1613
16-03-2020,1.2266,1.2285,1.2431,1.2201,-0.08%,0.0360999999999998,1.3201,1.2725,1.54455,0.0621999999999989,1.1485
17-03-2020,1.205,1.227,1.2275,1.2002,-1.76%,0.0360999999999998,1.3201,1.2725,1.53833,0.0615000000000006,1.1641
18-03-2020,1.1613,1.2052,1.2131,1.1461,-3.63%,0.0360999999999998,1.3201,1.249,1.53218,0.0747999999999998,1.1548
19-03-2020,1.1485,1.1619,1.1794,1.1473,-1.10%,0.0670000000000002,1.3201,1.2268,1.5247,0.113300000000001,1.1757
20-03-2020,1.1641,1.1487,1.1934,1.1409,1.36%,0.0670000000000002,1.3201,1.2201,1.51337,0.132499999999999,1.1885
23-03-2020,1.1548,1.166,1.1741,1.1446,-0.80%,0.0670000000000002,1.3201,1.2002,1.50012,0.1212,1.2201
24-03-2020,1.1757,1.1549,1.1801,1.1508,1.81%,0.0670000000000002,1.3201,1.1461,1.488,0.140500000000001,1.2456
25-03-2020,1.1885,1.176,1.1976,1.1639,1.09%,0.0670000000000002,1.3201,1.1461,1.47395,0.1287,1.2416
26-03-2020,1.2201,1.1875,1.2232,1.1775,2.66%,0.0670000000000002,1.3133,1.1409,1.46108,0.125499999999999,1.2418
27-03-2020,1.2456,1.2204,1.2486,1.2131,2.09%,0.0670000000000002,1.2977,1.1409,1.44853,0.0700000000000003,1.2376
30-03-2020,1.2416,1.2435,1.2469,1.2316,-0.32%,0.0670000000000002,1.2851,1.1409,1.44153,0.0382999999999996,1.2392
31-03-2020,1.2418,1.2414,1.2474,1.2251,0.02%,0.0670000000000002,1.2626,1.1409,1.4377,0.016,1.226
01-04-2020,1.2376,1.2429,1.2443,1.2329,-0.34%,0.0670000000000002,1.2486,1.1409,1.4361,-0.0143999999999984,1.2229
02-04-2020,1.2392,1.2376,1.2476,1.2349,0.13%,0.0670000000000002,1.2486,1.1409,1.43754,-0.0106000000000002,1.2337
03-04-2020,1.226,1.2396,1.2412,1.2206,-1.07%,0.0670000000000002,1.2486,1.1409,1.4386,-0.0344000000000015,1.2385
06-04-2020,1.2229,1.2264,1.2328,1.2208,-0.25%,0.0525,1.2486,1.1409,1.44204,-0.0644999999999989,1.2455
07-04-2020,1.2337,1.2232,1.2385,1.2164,0.88%,0.0525,1.2486,1.1409,1.44849,-0.0745000000000005,1.2452
08-04-2020,1.2385,1.2331,1.2421,1.2288,0.39%,0.0457000000000001,1.2486,1.1446,1.45594,-0.0670999999999999,1.2507
09-04-2020,1.2455,1.2385,1.2485,1.2361,0.57%,0.0457000000000001,1.2486,1.1508,1.46265,-0.0836000000000006,1.2623
10-04-2020,1.2452,1.2458,1.2488,1.2443,-0.02%,0.0457000000000001,1.2486,1.1639,1.47101,-0.069799999999999,1.2514
13-04-2020,1.2507,1.2464,1.2537,1.245,0.44%,0.0457000000000001,1.2488,1.1775,1.47799,-0.0588999999999995,1.2455
14-04-2020,1.2623,1.2514,1.2648,1.2503,0.93%,0.0354999999999999,1.2537,1.2131,1.48388,-0.0310000000000006,1.2499
15-04-2020,1.2514,1.2616,1.2631,1.2437,-0.86%,0.0223,1.2648,1.2164,1.48698,-0.0181000000000005,1.2435
16-04-2020,1.2455,1.2514,1.2531,1.2407,-0.47%,0.0223,1.2648,1.2164,1.48879,-0.00999999999999979,1.2293
17-04-2020,1.2499,1.2457,1.2523,1.2407,0.35%,0.0221,1.2648,1.2164,1.48979,-0.00280000000000058,1.2332
20-04-2020,1.2435,1.2487,1.2505,1.2415,-0.51%,0.0221,1.2648,1.2164,1.49007,-0.011099999999999,1.2342
21-04-2020,1.2293,1.2437,1.2451,1.2247,-1.14%,0.0221,1.2648,1.2164,1.49118,-0.0041000000000011,1.2367
22-04-2020,1.2332,1.2294,1.2387,1.2273,0.32%,0.0221,1.2648,1.2164,1.49159,-0.00300000000000011,1.2428
23-04-2020,1.2342,1.2334,1.2416,1.2307,0.08%,0.0221,1.2648,1.2164,1.49189,-0.0101999999999993,1.2421
24-04-2020,1.2367,1.2344,1.2378,1.2298,0.20%,0.0204000000000002,1.2648,1.2288,1.49291,-0.00130000000000052,1.2464
27-04-2020,1.2428,1.2369,1.2456,1.2359,0.49%,0.0204000000000002,1.2648,1.2247,1.49304,0.00159999999999982,1.2592
28-04-2020,1.2421,1.2432,1.2519,1.2404,-0.06%,0.0204000000000002,1.2648,1.2247,1.49288,0.00260000000000105,1.2502
29-04-2020,1.2464,1.2425,1.2487,1.2388,0.35%,0.0204000000000002,1.2648,1.2247,1.49262,0.00389999999999979,1.2442
30-04-2020,1.2592,1.2468,1.2643,1.2428,1.03%,0.0204000000000002,1.2648,1.2247,1.49223,0.00459999999999994,1.2434
01-05-2020,1.2502,1.2599,1.2602,1.2483,-0.71%,0.0215000000000001,1.2643,1.2247,1.49177,0.00169999999999959,1.2341
04-05-2020,1.2442,1.2499,1.2504,1.2405,-0.48%,0.0215000000000001,1.2643,1.2247,1.4916,0.00150000000000006,1.2361
05-05-2020,1.2434,1.2443,1.2485,1.2421,-0.06%,0.0215000000000001,1.2643,1.2247,1.49145,0.00140000000000029,1.2407
06-05-2020,1.2341,1.2435,1.2451,1.2335,-0.75%,0.0215000000000001,1.2643,1.2247,1.49131,0.00520000000000032,1.2335
07-05-2020,1.2361,1.2347,1.2418,1.2265,0.16%,0.0215000000000001,1.2643,1.2247,1.49079,0.00900000000000034,1.2259
08-05-2020,1.2407,1.2364,1.2469,1.235,0.37%,0.0215000000000001,1.2643,1.2273,1.48989,-0.00699999999999967,1.2229
11-05-2020,1.2335,1.2406,1.2438,1.2284,-0.58%,0.0215000000000001,1.2643,1.2298,1.49059,-0.00720000000000098,1.2226
12-05-2020,1.2259,1.2334,1.2377,1.2255,-0.62%,0.0215000000000001,1.2643,1.2298,1.49131,0.000999999999999446,1.2104
13-05-2020,1.2229,1.226,1.2341,1.221,-0.24%,0.0215000000000001,1.2643,1.2265,1.49121,0.0109000000000012,1.2189
14-05-2020,1.2226,1.2231,1.2242,1.2165,-0.02%,0.0215000000000001,1.2643,1.2265,1.49012,0.0200999999999993,1.2251
15-05-2020,1.2104,1.2222,1.2239,1.2101,-1.00%,0.0215000000000001,1.2643,1.2265,1.48811,0.0203000000000007,1.2239
18-05-2020,1.2189,1.2086,1.2228,1.2075,0.70%,0.0215000000000001,1.2643,1.2255,1.48608,0.0381999999999998,1.2222
19-05-2020,1.2251,1.2194,1.2297,1.2184,0.51%,0.0154000000000001,1.2602,1.221,1.48226,0.0404999999999998,1.2164
20-05-2020,1.2239,1.2241,1.2289,1.2221,-0.10%,0.0154000000000001,1.2504,1.2165,1.47821,0.0258000000000003,1.2182
21-05-2020,1.2222,1.224,1.225,1.2185,-0.14%,0.0154000000000001,1.2485,1.2101,1.47563,0.0202999999999989,1.2331
22-05-2020,1.2164,1.2226,1.2242,1.2161,-0.47%,0.0154000000000001,1.2469,1.2075,1.4736,0.020900000000001,1.225
25-05-2020,1.2182,1.2179,1.2205,1.2163,0.15%,0.0154000000000001,1.2469,1.2075,1.47151,0.0167999999999999,1.2316
26-05-2020,1.2331,1.219,1.2364,1.2179,1.22%,0.0154000000000001,1.2469,1.2075,1.46983,0.0174000000000003,1.2344
27-05-2020,1.225,1.2332,1.2355,1.2205,-0.66%,0.0185,1.2438,1.2075,1.46809,0.00739999999999874,1.2492
28-05-2020,1.2316,1.2261,1.2345,1.2234,0.54%,0.0185,1.2377,1.2075,1.46735,0.00730000000000075,1.2549
29-05-2020,1.2344,1.232,1.2395,1.2291,0.23%,0.0185,1.2364,1.2075,1.46662,-0.00600000000000023,1.2572
01-06-2020,1.2492,1.2339,1.2507,1.2322,1.20%,0.0185,1.2395,1.2075,1.46722,-0.0107999999999997,1.2594
02-06-2020,1.2549,1.2501,1.2577,1.2478,0.46%,0.0185,1.2507,1.2075,1.4683,-0.0279000000000007,1.2663
03-06-2020,1.2572,1.255,1.2616,1.2544,0.18%,0.0185,1.2577,1.2075,1.47109,-0.0464000000000002,1.2722
04-06-2020,1.2594,1.2576,1.2634,1.25,0.17%,0.0185,1.2616,1.2161,1.47573,-0.0381999999999998,1.2729
05-06-2020,1.2663,1.2607,1.2732,1.2582,0.55%,0.0185,1.2634,1.2161,1.47955,-0.0366,1.2745
08-06-2020,1.2722,1.2681,1.2737,1.2628,0.47%,0.0185,1.2732,1.2161,1.48321,-0.0441000000000003,1.26
09-06-2020,1.2729,1.2723,1.2757,1.2617,0.06%,0.0185,1.2737,1.2161,1.48762,-0.0496999999999996,1.254
10-06-2020,1.2745,1.2731,1.2814,1.2706,0.13%,0.0185,1.2757,1.2163,1.49259,-0.0551999999999993,1.2602
11-06-2020,1.26,1.2745,1.2756,1.2586,-1.14%,0.0185,1.2814,1.2179,1.49811,-0.0555000000000003,1.2574
12-06-2020,1.254,1.2601,1.2655,1.2473,-0.48%,0.0185,1.2814,1.2205,1.50366,-0.0268999999999995,1.2554
15-06-2020,1.2602,1.2531,1.2608,1.2454,0.49%,0.0185,1.2814,1.2234,1.50635,-0.027000000000001,1.2424
16-06-2020,1.2574,1.2605,1.2688,1.2553,-0.22%,0.0185,1.2814,1.2291,1.50905,-0.0284999999999993,1.2356
17-06-2020,1.2554,1.2573,1.2589,1.251,-0.16%,0.0185,1.2814,1.2322,1.5119,-0.0234000000000005,1.2461
18-06-2020,1.2424,1.2556,1.2568,1.2401,-1.04%,0.0182,1.2814,1.2473,1.51424,-0.00549999999999962,1.2518
19-06-2020,1.2356,1.2421,1.2457,1.2343,-0.55%,0.0182,1.2814,1.2454,1.51479,0.0129000000000001,1.2418
22-06-2020,1.2461,1.2356,1.2478,1.2335,0.85%,0.0182,1.2814,1.2454,1.5135,0.0220000000000002,1.2414
23-06-2020,1.2518,1.2467,1.2533,1.2431,0.46%,0.0182,1.2814,1.2454,1.5113,0.0139999999999993,1.2333
24-06-2020,1.2418,1.2521,1.2543,1.2414,-0.80%,0.0182,1.2814,1.2401,1.5099,0.016,1.2296
25-06-2020,1.2414,1.2419,1.2465,1.2388,-0.03%,0.0182,1.2814,1.2343,1.5083,0.0304000000000002,1.2399
26-06-2020,1.2333,1.2421,1.2438,1.2313,-0.65%,0.0182,1.2814,1.2335,1.50526,0.0310000000000006,1.247
29-06-2020,1.2296,1.234,1.2391,1.2251,-0.30%,0.0182,1.2756,1.2335,1.50216,0.0404999999999998,1.2466
30-06-2020,1.2399,1.2298,1.2402,1.2257,0.84%,0.0182,1.2688,1.2335,1.49811,0.0302999999999987,1.2483
01-07-2020,1.247,1.2401,1.2492,1.2358,0.57%,0.0166999999999999,1.2688,1.2335,1.49508,0.0130000000000017,1.2491
02-07-2020,1.2466,1.2476,1.2531,1.2456,-0.03%,0.0166999999999999,1.2688,1.2313,1.49378,0.0128999999999984,1.254
03-07-2020,1.2483,1.2465,1.2494,1.2437,0.14%,0.0166999999999999,1.2589,1.2251,1.49249,0.0108000000000015,1.2609
06-07-2020,1.2491,1.2485,1.2521,1.2459,0.06%,0.0166999999999999,1.2568,1.2251,1.49141,0.00709999999999944,1.2604
07-07-2020,1.254,1.2492,1.2593,1.2463,0.39%,0.0145,1.2543,1.2251,1.4907,-0.00709999999999944,1.262
08-07-2020,1.2609,1.2542,1.2624,1.2508,0.55%,0.0145,1.2593,1.2251,1.49141,-0.0186000000000011,1.2552
09-07-2020,1.2604,1.2614,1.2671,1.26,-0.04%,0.0145,1.2624,1.2251,1.49327,-0.0146999999999995,1.2548
10-07-2020,1.262,1.2607,1.2665,1.2566,0.13%,0.0145,1.2671,1.2251,1.49474,-0.0085999999999995,1.258
13-07-2020,1.2552,1.2612,1.2667,1.255,-0.54%,0.0145,1.2671,1.2251,1.4956,-0.0193000000000012,1.2549
14-07-2020,1.2548,1.2558,1.2567,1.2479,-0.03%,0.0145,1.2671,1.2251,1.49753,-0.0137,1.2565
15-07-2020,1.258,1.2552,1.2651,1.2548,0.26%,0.0145,1.2671,1.2251,1.4989,-0.0212000000000003,1.266
16-07-2020,1.2549,1.2584,1.2625,1.252,-0.25%,0.0145,1.2671,1.2257,1.50102,-0.0285999999999991,1.2728
17-07-2020,1.2565,1.2552,1.2575,1.251,0.13%,0.0134000000000001,1.2671,1.2358,1.50388,-0.0151000000000003,1.2732
20-07-2020,1.266,1.2565,1.2666,1.2517,0.76%,0.0130000000000001,1.2671,1.2437,1.50539,-0.0088999999999988,1.2739
21-07-2020,1.2728,1.2658,1.2768,1.265,0.54%,0.0148999999999999,1.2671,1.2437,1.50628,-0.0193000000000012,1.2789
22-07-2020,1.2732,1.2733,1.2744,1.2644,0.03%,0.0148999999999999,1.2768,1.2459,1.50821,-0.024799999999999,1.2881
23-07-2020,1.2739,1.2734,1.2761,1.2672,0.05%,0.0148999999999999,1.2768,1.2463,1.51069,-0.0242000000000004,1.293
24-07-2020,1.2789,1.2741,1.2804,1.2717,0.39%,0.0148999999999999,1.2768,1.2479,1.51311,-0.0198999999999998,1.2995
27-07-2020,1.2881,1.2786,1.2903,1.278,0.72%,0.0148999999999999,1.2804,1.2479,1.5151,-0.0172000000000008,1.3093
28-07-2020,1.293,1.2882,1.2953,1.2838,0.38%,0.0148999999999999,1.2903,1.2479,1.51682,-0.0274999999999999,1.3088
29-07-2020,1.2995,1.2932,1.3013,1.2911,0.50%,0.0148999999999999,1.2953,1.2479,1.51957,-0.032,1.3072
30-07-2020,1.3093,1.2997,1.3103,1.2944,0.75%,0.0148999999999999,1.3013,1.2479,1.52277,-0.0438999999999989,1.306
31-07-2020,1.3088,1.3098,1.3171,1.3069,-0.04%,0.0159,1.3103,1.251,1.52716,-0.0546000000000007,1.3112
03-08-2020,1.3072,1.3082,1.3113,1.3004,-0.12%,0.0159,1.3171,1.251,1.53262,-0.0498000000000012,1.3146
04-08-2020,1.306,1.3075,1.3109,1.2981,-0.09%,0.0159,1.3171,1.251,1.5376,-0.0522999999999989,1.3051
05-08-2020,1.3112,1.3073,1.3162,1.3056,0.40%,0.0159,1.3171,1.2517,1.54283,-0.0508000000000006,1.307
06-08-2020,1.3146,1.3114,1.3187,1.3111,0.26%,0.0159,1.3171,1.2644,1.54791,-0.0455999999999985,1.3048
07-08-2020,1.3051,1.3153,1.3155,1.3009,-0.72%,0.0159,1.3187,1.2644,1.55247,-0.0420000000000016,1.3032
10-08-2020,1.307,1.3042,1.3104,1.3018,0.15%,0.0159,1.3187,1.2672,1.55667,-0.0307999999999993,1.3063
11-08-2020,1.3048,1.3078,1.3132,1.3041,-0.17%,0.0159,1.3187,1.2717,1.55975,-0.0336999999999996,1.3084
12-08-2020,1.3032,1.3053,1.3068,1.3004,-0.12%,0.0159,1.3187,1.278,1.56312,-0.0266999999999999,1.3102
13-08-2020,1.3063,1.3035,1.3125,1.303,0.24%,0.0159,1.3187,1.2838,1.56579,-0.0152999999999999,1.3235
14-08-2020,1.3084,1.306,1.3144,1.3047,0.16%,0.0159,1.3187,1.2911,1.56732,-0.0128000000000004,1.3098
17-08-2020,1.3102,1.3087,1.3123,1.3074,0.14%,0.0159,1.3187,1.2944,1.5686,-0.00900000000000034,1.3212
18-08-2020,1.3235,1.3099,1.325,1.3095,1.02%,0.0145999999999999,1.3187,1.2981,1.5695,-9.99999999997669E-05,1.3087
19-08-2020,1.3098,1.3239,1.3269,1.3094,-1.04%,0.0154999999999998,1.325,1.2981,1.56951,-0.0157000000000007,1.3063
20-08-2020,1.3212,1.3096,1.3226,1.3063,0.87%,0.0175000000000001,1.3269,1.2981,1.57108,-0.00209999999999866,1.315
21-08-2020,1.3087,1.3216,1.3256,1.3059,-0.95%,0.0175000000000001,1.3269,1.3004,1.57129,-0.0143000000000004,1.3208
24-08-2020,1.3063,1.3086,1.3149,1.3052,-0.18%,0.0196999999999998,1.3269,1.3004,1.57272,0.0027999999999988,1.3198
25-08-2020,1.315,1.3068,1.3171,1.3054,0.67%,0.0196999999999998,1.3269,1.3004,1.57244,0.00849999999999973,1.3349
26-08-2020,1.3208,1.3153,1.322,1.3117,0.44%,0.0196999999999998,1.3269,1.3004,1.57159,-0.011099999999999,1.3369
27-08-2020,1.3198,1.3207,1.3285,1.3162,-0.08%,0.0196999999999998,1.3269,1.3004,1.5727,-0.0129000000000001,1.3381
28-08-2020,1.3349,1.3208,1.3357,1.3185,1.14%,0.0196999999999998,1.3285,1.3004,1.57399,-0.0154999999999994,1.3352
31-08-2020,1.3369,1.3342,1.3396,1.3301,0.15%,0.0196999999999998,1.3357,1.303,1.57554,-0.0307000000000013,1.328
01-09-2020,1.3381,1.3367,1.3484,1.3355,0.09%,0.0196999999999998,1.3396,1.3047,1.57861,-0.0306999999999995,1.3282
02-09-2020,1.3352,1.3383,1.3404,1.3283,-0.22%,0.0196999999999998,1.3484,1.3052,1.58168,-0.0296000000000003,1.3166
03-09-2020,1.328,1.3349,1.3358,1.3242,-0.54%,0.0196999999999998,1.3484,1.3052,1.58464,-0.0249999999999986,1.2987
04-09-2020,1.3282,1.3282,1.332,1.3175,0.02%,0.0196999999999998,1.3484,1.3052,1.58714,-0.00430000000000064,1.3
07-09-2020,1.3166,1.3274,1.3285,1.314,-0.87%,0.0196999999999998,1.3484,1.3052,1.58757,-0.0177999999999994,1.2803
08-09-2020,1.2987,1.317,1.318,1.298,-1.36%,0.0196999999999998,1.3484,1.3052,1.58935,0.00459999999999994,1.2793
09-09-2020,1.3,1.2981,1.3024,1.2884,0.10%,0.02,1.3484,1.3052,1.58889,0.0105000000000004,1.2844
10-09-2020,1.2803,1.3003,1.3036,1.2773,-1.52%,0.02,1.3484,1.3054,1.58784,0.00649999999999906,1.2886
11-09-2020,1.2793,1.28,1.2866,1.2763,-0.08%,0.0263,1.3484,1.3117,1.58719,0.0352999999999994,1.2965
14-09-2020,1.2844,1.2803,1.292,1.2775,0.40%,0.0263,1.3484,1.298,1.58366,0.0404,1.2972
15-09-2020,1.2886,1.2841,1.2927,1.2815,0.33%,0.0263,1.3484,1.2884,1.57962,0.0367000000000015,1.2915
16-09-2020,1.2965,1.2889,1.3008,1.2874,0.61%,0.0263,1.3484,1.2773,1.57595,0.0452999999999992,1.2814
17-09-2020,1.2972,1.2966,1.3,1.2865,0.05%,0.0263,1.3484,1.2763,1.57142,0.0401000000000007,1.2731
18-09-2020,1.2915,1.2973,1.3001,1.2915,-0.44%,0.0263,1.3404,1.2763,1.56741,0.0410000000000004,1.2722
21-09-2020,1.2814,1.2924,1.2967,1.2774,-0.78%,0.0263,1.3358,1.2763,1.56331,0.0424999999999987,1.2749
22-09-2020,1.2731,1.2812,1.2868,1.271,-0.65%,0.0263,1.332,1.2763,1.55906,0.0470000000000006,1.2745
23-09-2020,1.2722,1.2733,1.2778,1.2674,-0.07%,0.0263,1.3285,1.2763,1.55436,0.0541,1.2827
24-09-2020,1.2749,1.2724,1.2782,1.2689,0.21%,0.0263,1.318,1.2763,1.54895,0.0445999999999991,1.2861
25-09-2020,1.2745,1.2754,1.2806,1.2687,-0.03%,0.0263,1.3036,1.2763,1.54449,0.0227000000000004,1.2916
28-09-2020,1.2827,1.2747,1.2927,1.2744,0.64%,0.0263,1.3036,1.271,1.54222,0.0256000000000007,1.2889
29-09-2020,1.2861,1.2836,1.2903,1.2822,0.27%,0.0192999999999999,1.3008,1.2674,1.53966,-0.00360000000000049,1.2931
30-09-2020,1.2916,1.2864,1.2944,1.2806,0.43%,0.0192999999999999,1.3008,1.2674,1.54002,-0.00609999999999999,1.2977
01-10-2020,1.2889,1.2919,1.298,1.2818,-0.21%,0.0192999999999999,1.3008,1.2674,1.54063,-0.00779999999999959,1.2877
02-10-2020,1.2931,1.2893,1.2955,1.2837,0.33%,0.0192999999999999,1.3008,1.2674,1.54141,-0.000400000000000844,1.2918
05-10-2020,1.2977,1.2933,1.2991,1.2899,0.36%,0.0192999999999999,1.3001,1.2674,1.54145,0.00330000000000119,1.2933
06-10-2020,1.2877,1.2978,1.3008,1.2866,-0.77%,0.0192999999999999,1.3001,1.2674,1.54112,-0.000500000000000611,1.3046
07-10-2020,1.2918,1.2886,1.2931,1.2845,0.32%,0.0192999999999999,1.3008,1.2674,1.54117,0.00380000000000003,1.3064
08-10-2020,1.2933,1.2919,1.2972,1.289,0.12%,0.0183,1.3008,1.2674,1.54079,-0.0106999999999999,1.2934
09-10-2020,1.3046,1.2935,1.3051,1.292,0.87%,0.0183,1.3008,1.2674,1.54186,-0.0202000000000009,1.3011
12-10-2020,1.3064,1.3028,1.3084,1.3004,0.14%,0.0183,1.3051,1.2687,1.54388,-0.0304000000000002,1.2914
13-10-2020,1.2934,1.3064,1.3074,1.2922,-1.00%,0.0183,1.3084,1.2687,1.54692,-0.0309999999999988,1.2913
14-10-2020,1.3011,1.2938,1.3066,1.2862,0.60%,0.0183,1.3084,1.2744,1.55002,-0.0190999999999999,1.2947
15-10-2020,1.2914,1.301,1.3031,1.289,-0.75%,0.0204,1.3084,1.2806,1.55193,-0.0174000000000003,1.2944
16-10-2020,1.2913,1.2916,1.2963,1.2863,-0.01%,0.0204,1.3084,1.2806,1.55367,-0.00520000000000032,1.3144
19-10-2020,1.2947,1.2915,1.3025,1.2889,0.26%,0.0204,1.3084,1.2818,1.55419,0.000400000000000844,1.3081
20-10-2020,1.2944,1.2952,1.298,1.291,-0.02%,0.0204,1.3084,1.2837,1.55415,-0.00590000000000046,1.304
21-10-2020,1.3144,1.2945,1.3178,1.2937,1.55%,0.0204,1.3084,1.2845,1.55474,-0.00120000000000076,1.3023
22-10-2020,1.3081,1.3151,1.3155,1.3069,-0.48%,0.0241,1.3178,1.2845,1.55486,-0.0172999999999988,1.3043
23-10-2020,1.304,1.3083,1.3125,1.3018,-0.31%,0.0241,1.3178,1.2845,1.55659,-0.0197000000000003,1.2981
26-10-2020,1.3023,1.3048,1.3075,1.2993,-0.13%,0.0241,1.3178,1.2862,1.55856,-0.0129000000000001,1.2926
27-10-2020,1.3043,1.3019,1.3081,1.3001,0.15%,0.0241,1.3178,1.2862,1.55985,-0.00839999999999996,1.2941
