Date,Price,Open,High,Low,Vol.Change %,True Range,Max_Range,Min_Range,Simple Moving Average ,Del C,Output(3 Days)
14-06-2018,1.3262,1.3375,1.3447,1.3256,-0.85%,0.0123,1.3474,1.3205,1.60192,-0.00629999999999953,1.318
15-06-2018,1.3285,1.3262,1.3299,1.3212,0.17%,0.0191000000000001,1.3474,1.3242,1.60255,-0.00109999999999744,1.3173
18-06-2018,1.3244,1.3262,1.3287,1.3225,-0.31%,0.0191000000000001,1.3474,1.3252,1.60266,0.00279999999999703,1.3252
19-06-2018,1.318,1.3244,1.3275,1.315,-0.48%,0.0191000000000001,1.3474,1.3252,1.60238,0.00550000000000139,1.327
20-06-2018,1.3173,1.3174,1.3217,1.3148,-0.05%,0.0191000000000001,1.3474,1.3256,1.60183,0.0163000000000011,1.3277
21-06-2018,1.3252,1.3176,1.3271,1.3101,0.60%,0.0191000000000001,1.3474,1.3212,1.6002,0.0137999999999998,1.3228
22-06-2018,1.327,1.3252,1.3316,1.3236,0.14%,0.0191000000000001,1.3474,1.3212,1.59882,0.0143999999999984,1.3113
25-06-2018,1.3277,1.3276,1.3292,1.3222,0.05%,0.0191000000000001,1.3474,1.315,1.59738,0.0137,1.3078
26-06-2018,1.3228,1.3284,1.3294,1.3192,-0.37%,0.0191000000000001,1.3447,1.3148,1.59601,0.0137,1.3209
27-06-2018,1.3113,1.3229,1.3245,1.3107,-0.87%,0.0191000000000001,1.3447,1.3101,1.59464,0.0175000000000001,1.3143
28-06-2018,1.3078,1.3114,1.3123,1.305,-0.27%,0.0191000000000001,1.3447,1.3101,1.59289,0.0268000000000015,1.3193
29-06-2018,1.3209,1.3077,1.3215,1.3068,1.00%,0.0191000000000001,1.3447,1.3101,1.59021,0.0295999999999985,1.3233
02-07-2018,1.3143,1.3182,1.3211,1.3094,-0.50%,0.0191000000000001,1.3447,1.3101,1.58725,0.0193000000000012,1.3227
03-07-2018,1.3193,1.3143,1.3208,1.3115,0.38%,0.0169999999999999,1.3316,1.3101,1.58532,0.0118999999999989,1.3285
04-07-2018,1.3233,1.3196,1.3252,1.3171,0.30%,0.0169999999999999,1.3316,1.305,1.58413,0.00660000000000061,1.3259
05-07-2018,1.3227,1.323,1.3276,1.3203,-0.05%,0.0169999999999999,1.3316,1.305,1.58347,0.00140000000000029,1.3276
06-07-2018,1.3285,1.3228,1.3293,1.3203,0.44%,0.0169999999999999,1.3316,1.305,1.58333,-0.00539999999999985,1.3205
09-07-2018,1.3259,1.3304,1.3364,1.319,-0.20%,0.0169999999999999,1.3316,1.305,1.58387,-0.0128000000000004,1.3206
10-07-2018,1.3276,1.326,1.3302,1.3224,0.13%,0.0174000000000001,1.3364,1.305,1.58515,-0.000799999999999912,1.3235
11-07-2018,1.3205,1.3278,1.3288,1.3199,-0.53%,0.0174000000000001,1.3364,1.305,1.58523,-0.00020000000000131,1.3236
12-07-2018,1.3206,1.3205,1.3246,1.318,0.01%,0.0174000000000001,1.3364,1.305,1.58525,0.00790000000000113,1.3115
13-07-2018,1.3235,1.3207,1.3241,1.3103,0.22%,0.0174000000000001,1.3364,1.305,1.58446,0.0022000000000002,1.3069
16-07-2018,1.3236,1.323,1.3295,1.3216,0.01%,0.0174000000000001,1.3364,1.305,1.58424,-0.0116000000000014,1.3014
17-07-2018,1.3115,1.3236,1.3271,1.3072,-0.91%,0.0174000000000001,1.3364,1.3068,1.5854,-0.0159000000000002,1.3134
18-07-2018,1.3069,1.3114,1.3124,1.3009,-0.35%,0.0199,1.3364,1.3094,1.58699,0.00680000000000192,1.3102
19-07-2018,1.3014,1.3069,1.3085,1.2957,-0.42%,0.0199,1.3364,1.3103,1.58631,0.00739999999999874,1.3145
20-07-2018,1.3134,1.3014,1.3141,1.2994,0.92%,0.0199,1.3364,1.3103,1.58557,0.0182000000000002,1.3189
23-07-2018,1.3102,1.3122,1.3159,1.3081,-0.24%,0.0199,1.3364,1.3072,1.58375,0.0107999999999997,1.3109
24-07-2018,1.3145,1.3101,1.3161,1.3071,0.33%,0.0199,1.3364,1.3009,1.58267,0.0127000000000006,1.3104
25-07-2018,1.3189,1.3144,1.3202,1.3132,0.33%,0.0199,1.3364,1.2957,1.5814,0.016,1.3133
26-07-2018,1.3109,1.3191,1.3215,1.3105,-0.61%,0.0199,1.3302,1.2957,1.5798,0.00689999999999991,1.3127
27-07-2018,1.3104,1.3109,1.3133,1.3081,-0.04%,0.0199,1.3295,1.2957,1.57911,0.0168999999999997,1.3126
30-07-2018,1.3133,1.3095,1.3154,1.3093,0.22%,0.0199,1.3295,1.2957,1.57742,0.011000000000001,1.3018
31-07-2018,1.3127,1.3134,1.3175,1.3091,-0.05%,0.0199,1.3295,1.2957,1.57632,0.00729999999999897,1.3008
01-08-2018,1.3126,1.3127,1.3146,1.3095,-0.01%,0.0199,1.3295,1.2957,1.57559,0.0103000000000009,1.2943
02-08-2018,1.3018,1.3124,1.3131,1.3014,-0.82%,0.0199,1.3271,1.2957,1.57456,0.0112000000000005,1.2939
03-08-2018,1.3008,1.3019,1.3045,1.2975,-0.08%,0.0146999999999999,1.3215,1.2957,1.57344,0.00949999999999918,1.2881
06-08-2018,1.2943,1.3012,1.3019,1.2919,-0.50%,0.0146999999999999,1.3215,1.2957,1.57249,0.00569999999999915,1.2824
07-08-2018,1.2939,1.2943,1.2975,1.2925,-0.03%,0.0146999999999999,1.3215,1.2994,1.57192,0.00710000000000122,1.2769
08-08-2018,1.2881,1.2938,1.2963,1.2853,-0.45%,0.0117,1.3215,1.3014,1.57121,0.0183999999999998,1.2768
09-08-2018,1.2824,1.2881,1.2913,1.282,-0.44%,0.0117,1.3215,1.2975,1.56937,0.0220000000000002,1.2725
10-08-2018,1.2769,1.2824,1.2838,1.2723,-0.43%,0.0117,1.3215,1.2919,1.56717,0.032,1.2698
13-08-2018,1.2768,1.2768,1.2793,1.2729,-0.01%,0.0117,1.3215,1.2919,1.56397,0.0422999999999991,1.2719
14-08-2018,1.2725,1.2771,1.2827,1.2704,-0.34%,0.0117,1.3175,1.2853,1.55974,0.0338000000000012,1.2752
15-08-2018,1.2698,1.2727,1.2742,1.2662,-0.21%,0.0123,1.3175,1.282,1.55636,0.0367999999999995,1.2798
16-08-2018,1.2719,1.2696,1.2756,1.2687,0.17%,0.0123,1.3175,1.2723,1.55268,0.0437999999999992,1.2901
17-08-2018,1.2752,1.2716,1.2755,1.2698,0.26%,0.0123,1.3146,1.2723,1.5483,0.0411000000000001,1.2911
20-08-2018,1.2798,1.274,1.2801,1.273,0.36%,0.0123,1.3131,1.2704,1.54419,0.0384000000000011,1.2812
21-08-2018,1.2901,1.2796,1.2928,1.2793,0.80%,0.0123,1.3045,1.2662,1.54035,0.0222999999999995,1.2845
22-08-2018,1.2911,1.2905,1.2938,1.2868,0.08%,0.0134999999999998,1.3019,1.2662,1.53812,0.0106999999999999,1.2893
23-08-2018,1.2812,1.2912,1.292,1.2804,-0.77%,0.0134999999999998,1.2975,1.2662,1.53705,0.00309999999999988,1.2877
24-08-2018,1.2845,1.2815,1.2883,1.2799,0.26%,0.0134999999999998,1.2963,1.2662,1.53674,0.0122999999999998,1.3027
27-08-2018,1.2893,1.284,1.2903,1.2829,0.37%,0.0134999999999998,1.2938,1.2662,1.53551,0.0041000000000011,1.301
28-08-2018,1.2877,1.2893,1.2933,1.2861,-0.12%,0.0134999999999998,1.2938,1.2662,1.5351,-0.00690000000000168,1.2963
29-08-2018,1.3027,1.2876,1.3034,1.2846,1.16%,0.0134999999999998,1.2938,1.2662,1.53579,-0.0107999999999997,1.2872
30-08-2018,1.301,1.3027,1.3045,1.2985,-0.13%,0.0187999999999999,1.3034,1.2662,1.53687,-0.025599999999999,1.2856
31-08-2018,1.2963,1.3014,1.3031,1.2947,-0.36%,0.0187999999999999,1.3045,1.2662,1.53943,-0.0287000000000006,1.2904
03-09-2018,1.2872,1.2971,1.2971,1.2854,-0.70%,0.0187999999999999,1.3045,1.2687,1.5423,-0.0274999999999999,1.2932
04-09-2018,1.2856,1.2867,1.2884,1.2811,-0.12%,0.0187999999999999,1.3045,1.2698,1.54505,-0.0151000000000003,1.2924
05-09-2018,1.2904,1.2854,1.2984,1.2785,0.37%,0.0187999999999999,1.3045,1.273,1.54656,-0.0114000000000001,1.3027
06-09-2018,1.2932,1.2905,1.2963,1.2895,0.22%,0.0199,1.3045,1.2793,1.5477,-0.0108999999999995,1.3035
07-09-2018,1.2924,1.2933,1.3031,1.291,-0.06%,0.0199,1.3045,1.2799,1.54879,-0.00280000000000058,1.3048
10-09-2018,1.3027,1.2935,1.3053,1.2896,0.80%,0.0199,1.3045,1.2799,1.54907,-0.00229999999999997,1.3107
11-09-2018,1.3035,1.3027,1.3089,1.297,0.06%,0.0199,1.3053,1.2785,1.5493,-0.0211999999999986,1.3068
12-09-2018,1.3048,1.3033,1.3081,1.298,0.10%,0.0199,1.3089,1.2785,1.55142,-0.0193000000000012,1.3158
13-09-2018,1.3107,1.3047,1.3123,1.3026,0.45%,0.0199,1.3089,1.2785,1.55335,-0.0153999999999996,1.3149
14-09-2018,1.3068,1.3107,1.3143,1.3055,-0.30%,0.0199,1.3123,1.2785,1.55489,-0.0230999999999995,1.3144
17-09-2018,1.3158,1.3069,1.3168,1.3069,0.69%,0.0199,1.3143,1.2785,1.5572,-0.00420000000000087,1.3267
18-09-2018,1.3149,1.3158,1.3174,1.3118,-0.07%,0.0199,1.3168,1.2785,1.55762,-0.0144000000000002,1.3077
19-09-2018,1.3144,1.315,1.3216,1.3095,-0.04%,0.0199,1.3174,1.2785,1.55906,-0.0178999999999991,1.3121
20-09-2018,1.3267,1.3144,1.3299,1.3135,0.94%,0.0199,1.3216,1.2785,1.56085,-0.0277000000000012,1.3183
21-09-2018,1.3077,1.3268,1.3278,1.3054,-1.43%,0.0199,1.3299,1.2785,1.56362,-0.0413999999999994,1.317
24-09-2018,1.3121,1.3069,1.3169,1.3055,0.34%,0.0224000000000002,1.3299,1.2895,1.56776,-0.0163999999999991,1.3082
25-09-2018,1.3183,1.3121,1.3195,1.3094,0.47%,0.0224000000000002,1.3299,1.2896,1.5694,-0.0188000000000006,1.3031
26-09-2018,1.317,1.3185,1.3219,1.3138,-0.10%,0.0224000000000002,1.3299,1.2896,1.57128,-0.0250000000000004,1.3043
27-09-2018,1.3082,1.3168,1.3188,1.3075,-0.67%,0.0224000000000002,1.3299,1.297,1.57378,-0.0140999999999991,1.2979
28-09-2018,1.3031,1.3081,1.3093,1.3,-0.39%,0.0224000000000002,1.3299,1.298,1.57519,-0.00480000000000125,1.294
01-10-2018,1.3043,1.3031,1.3112,1.3011,0.09%,0.0224000000000002,1.3299,1.3026,1.57567,0.00159999999999982,1.302
02-10-2018,1.2979,1.3044,1.3057,1.294,-0.49%,0.0224000000000002,1.3299,1.3054,1.57551,0.0063000000000013,1.3123
03-10-2018,1.294,1.2979,1.3024,1.2924,-0.30%,0.0224000000000002,1.3299,1.3054,1.57488,0.00899999999999857,1.309
04-10-2018,1.302,1.2941,1.3042,1.2921,0.62%,0.0224000000000002,1.3299,1.3,1.57398,0.0217000000000009,1.3144
05-10-2018,1.3123,1.3019,1.3126,1.3002,0.79%,0.0224000000000002,1.3299,1.3,1.57181,0.0130999999999997,1.3196
08-10-2018,1.309,1.3108,1.3136,1.3028,-0.25%,0.0224000000000002,1.3299,1.294,1.5705,0.00360000000000049,1.3236
09-10-2018,1.3144,1.3091,1.3152,1.3032,0.41%,0.0224000000000002,1.3278,1.2924,1.57014,0.0176999999999996,1.3155
10-10-2018,1.3196,1.3143,1.3217,1.3134,0.40%,0.0124,1.3219,1.2921,1.56837,-0.00740000000000052,1.3153
11-10-2018,1.3236,1.3196,1.3249,1.3182,0.30%,0.0124,1.3219,1.2921,1.56911,-0.00750000000000028,1.3187
12-10-2018,1.3155,1.3225,1.3259,1.3149,-0.61%,0.0124,1.3249,1.2921,1.56986,-0.00399999999999956,1.3115
15-10-2018,1.3153,1.314,1.3183,1.3079,-0.02%,0.0124,1.3259,1.2921,1.57026,0.00280000000000058,1.3018
16-10-2018,1.3187,1.3153,1.3237,1.3141,0.26%,0.0124,1.3259,1.2921,1.56998,-0.00720000000000098,1.307
17-10-2018,1.3115,1.3183,1.3194,1.31,-0.55%,0.0124,1.3259,1.2921,1.5707,-0.0152000000000001,1.2961
18-10-2018,1.3018,1.3113,1.3132,1.3015,-0.74%,0.0124,1.3259,1.2921,1.57222,-0.00689999999999991,1.2982
19-10-2018,1.307,1.3018,1.3105,1.301,0.40%,0.0124,1.3259,1.2921,1.57291,-0.00389999999999979,1.288
22-10-2018,1.2961,1.3068,1.3092,1.2955,-0.83%,0.0124,1.3259,1.2921,1.5733,-0.0126999999999988,1.2815
23-10-2018,1.2982,1.2966,1.3045,1.2937,0.16%,0.0136999999999998,1.3259,1.3002,1.57457,0.00530000000000008,1.2831
24-10-2018,1.288,1.2983,1.2995,1.2866,-0.79%,0.0136999999999998,1.3259,1.3015,1.57404,0.0124999999999993,1.2791
25-10-2018,1.2815,1.2883,1.2921,1.2797,-0.50%,0.0136999999999998,1.3259,1.301,1.57279,0.0207999999999995,1.2704
26-10-2018,1.2831,1.2817,1.2843,1.2776,0.12%,0.0136999999999998,1.3259,1.2955,1.57071,0.0326000000000004,1.2765
29-10-2018,1.2791,1.2828,1.2854,1.2791,-0.31%,0.0136999999999998,1.3259,1.2937,1.56745,0.0367999999999995,1.3009
30-10-2018,1.2704,1.2793,1.2814,1.2695,-0.68%,0.0136999999999998,1.3259,1.2866,1.56377,0.0432000000000006,1.297
31-10-2018,1.2765,1.2707,1.2832,1.2698,0.48%,0.0136999999999998,1.3237,1.2797,1.55945,0.0433000000000003,1.304
01-11-2018,1.3009,1.2769,1.3037,1.276,1.91%,0.0136999999999998,1.3237,1.2776,1.55512,0.0383999999999993,1.3097
